Date,Close,High_^JKSE,Low_^JKSE,Open_^JKSE,Volume,USD_IDR
2023-02-20,6894.716796875,6910.5048828125,6863.6708984375,6895.85595703125,175859700,15159.0
2023-02-21,6873.40478515625,6923.6728515625,6870.9111328125,6894.716796875,144215700,15162.5
2023-02-22,6809.9677734375,6875.39013671875,6781.22900390625,6873.26318359375,149215500,15233.0
2023-02-23,6839.4541015625,6839.4541015625,6806.9970703125,6810.10888671875,124488600,15192.0
2023-02-24,6856.576171875,6880.31201171875,6839.4541015625,6839.4541015625,130300200,15210.0
2023-02-27,6854.77685546875,6871.11181640625,6819.8720703125,6856.576171875,127631500,15257.7001953125
2023-02-28,6843.23876953125,6890.35400390625,6843.23876953125,6854.77685546875,167931100,15209.0
2023-03-01,6844.93603515625,6889.51416015625,6833.18896484375,6843.09814453125,146293200,15240.0
2023-03-02,6857.4150390625,6875.09814453125,6841.86181640625,6845.078125,136086000,15243.0
2023-03-03,6813.63623046875,6884.1162109375,6804.47607421875,6857.4150390625,118736600,15322.0
2023-03-06,6807.0009765625,6856.56884765625,6801.18994140625,6813.9189453125,137055800,15255.099609375
2023-03-07,6766.7578125,6812.958984375,6758.0009765625,6806.85888671875,140398600,15352.0
2023-03-08,6776.3701171875,6776.3701171875,6728.19091796875,6766.7578125,144130900,15437.0
2023-03-09,6799.794921875,6824.6640625,6776.3701171875,6776.3701171875,113187000,15450.0
2023-03-10,6765.3017578125,6799.794921875,6741.41015625,6799.794921875,131746200,15489.0
2023-03-13,6786.955078125,6812.8740234375,6727.44287109375,6765.01806640625,141798000,15472.599609375
2023-03-14,6641.81396484375,6786.671875,6635.3759765625,6786.671875,166605500,15409.0
2023-03-15,6628.13720703125,6709.86083984375,6628.13720703125,6641.81396484375,139210500,15372.0
2023-03-16,6565.72802734375,6630.76806640625,6542.7919921875,6628.13720703125,154420700,15479.0
2023-03-17,6678.23681640625,6683.09423828125,6565.72802734375,6565.72802734375,455755600,15422.0
2023-03-20,6612.490234375,6678.23681640625,6587.68896484375,6678.23681640625,128905000,15368.5
2023-03-21,6691.61083984375,6691.61083984375,6609.22314453125,6612.490234375,145475100,15340.0
2023-03-24,6762.25390625,6776.90478515625,6692.166015625,6694.01708984375,146575100,15047.0
2023-03-27,6708.93310546875,6772.59521484375,6704.751953125,6762.25390625,135182600,15148.0
2023-03-28,6760.328125,6764.65478515625,6708.93310546875,6708.93310546875,126113300,15107.5
2023-03-29,6839.43603515625,6851.505859375,6760.328125,6760.328125,143324900,15061.0
2023-03-30,6808.951171875,6868.6328125,6803.0927734375,6839.43603515625,140466800,15031.5
2023-03-31,6805.27685546875,6831.55322265625,6789.60986328125,6809.0927734375,139015200,15020.0
2023-04-03,6827.1748046875,6849.35791015625,6805.126953125,6805.27685546875,127453100,14988.0
2023-04-04,6833.17822265625,6859.69287109375,6781.52392578125,6827.033203125,131576400,14915.0
2023-04-05,6819.6748046875,6867.3369140625,6816.43017578125,6833.17822265625,123965500,14958.0
2023-04-06,6792.76513671875,6832.72998046875,6786.287109375,6819.6748046875,172852900,14956.0
2023-04-10,6771.23486328125,6799.494140625,6735.19287109375,6792.76513671875,129368500,14906.0
2023-04-11,6811.31396484375,6811.31396484375,6738.76611328125,6771.23486328125,161404500,14955.0
2023-04-12,6798.9638671875,6833.744140625,6775.2841796875,6811.455078125,151427200,14913.0
2023-04-13,6785.59814453125,6816.884765625,6764.6591796875,6798.541015625,161495800,14823.5
2023-04-14,6818.57421875,6838.07177734375,6785.7001953125,6785.8798828125,137035000,14720.0
2023-04-17,6787.58203125,6829.509765625,6765.14208984375,6818.71484375,94860100,14693.0
2023-04-18,6821.80712890625,6839.7587890625,6784.1728515625,6787.58203125,103660800,14860.0
2023-04-26,6910.14697265625,6910.14697265625,6821.59912109375,6821.80712890625,120164300,14935.0
2023-04-27,6945.47705078125,6971.91015625,6877.64990234375,6910.84814453125,161595900,14841.5
2023-04-28,6915.7158203125,6958.6728515625,6897.708984375,6945.47705078125,130620700,14684.0
2023-05-02,6863.3017578125,6920.3359375,6814.34423828125,6915.7158203125,136480100,14671.5
2023-05-03,6812.72216796875,6865.61181640625,6776.89599609375,6863.3017578125,121306900,14752.5
2023-05-04,6844.02685546875,6846.1240234375,6780.0869140625,6812.72216796875,137517900,14680.5
2023-05-05,6787.630859375,6851.5859375,6733.77587890625,6844.02685546875,148189400,14700.0
2023-05-08,6769.630859375,6798.32177734375,6756.6611328125,6787.4912109375,179625500,14668.0
2023-05-09,6779.97998046875,6793.76611328125,6742.17919921875,6769.630859375,172097200,14750.0
2023-05-10,6811.90478515625,6820.123046875,6775.19287109375,6780.40087890625,181480200,14767.0
2023-05-11,6755.93798828125,6814.1240234375,6717.4248046875,6811.90478515625,162906200,14691.0
2023-05-12,6707.76318359375,6755.93798828125,6704.56591796875,6755.93798828125,173779500,14770.5
2023-05-15,6711.740234375,6729.2998046875,6656.64794921875,6708.4638671875,142578400,14743.0
2023-05-16,6676.56396484375,6729.07421875,6659.0732421875,6711.740234375,156372400,14795.0
2023-05-17,6663.11376953125,6706.59521484375,6661.4677734375,6676.423828125,180449300,14885.0
2023-05-19,6700.56103515625,6715.03076171875,6662.7490234375,6663.11376953125,161565100,14916.0
2023-05-22,6729.64697265625,6757.6240234375,6675.876953125,6700.56103515625,167491100,14918.0
2023-05-23,6736.68408203125,6772.64697265625,6727.06787109375,6729.64697265625,162216500,14886.0
2023-05-24,6745.80419921875,6755.8828125,6713.89306640625,6736.68408203125,137679300,14895.0
2023-05-25,6704.23095703125,6749.712890625,6702.52978515625,6745.80419921875,156986800,14945.900390625
2023-05-26,6687.0009765625,6727.2861328125,6669.23583984375,6704.23095703125,181504900,14970.0
2023-05-29,6681.10205078125,6708.3671875,6617.23681640625,6687.28076171875,164801800,14948.0
2023-05-30,6636.4228515625,6700.23779296875,6636.4228515625,6681.10205078125,173775000,14960.0
2023-05-31,6633.26123046875,6657.64990234375,6562.955078125,6636.4228515625,615071900,14979.0
2023-06-05,6633.43701171875,6663.71484375,6598.509765625,6633.26123046875,152714500,14983.0
2023-06-06,6618.9228515625,6677.56787109375,6602.00390625,6633.43701171875,231838500,14849.5
2023-06-07,6619.7548828125,6638.5810546875,6578.755859375,6619.06298828125,162881000,14872.0
2023-06-08,6666.330078125,6666.330078125,6598.419921875,6619.7548828125,168616600,14889.0
2023-06-09,6694.02392578125,6703.82421875,6648.958984375,6666.0498046875,182769600,14836.0
2023-06-12,6722.373046875,6722.373046875,6670.52197265625,6694.583984375,158712000,14833.0
2023-06-13,6719.01416015625,6744.0380859375,6697.07080078125,6722.373046875,176568000,14871.5
2023-06-14,6699.716796875,6744.64404296875,6672.85595703125,6718.8740234375,178279800,14869.0
2023-06-15,6713.794921875,6717.4560546875,6660.9091796875,6699.716796875,151187300,14909.0
2023-06-16,6698.546875,6726.4560546875,6669.3359375,6713.51513671875,172061800,14897.0
2023-06-19,6686.05908203125,6705.0380859375,6669.0498046875,6698.546875,161424500,14928.0
2023-06-20,6660.455078125,6692.44091796875,6626.14892578125,6686.05908203125,118276600,15008.0
2023-06-21,6702.625,6702.625,6635.673828125,6660.455078125,120273100,15016.0
2023-06-22,6652.26123046875,6717.97607421875,6652.26123046875,6702.76513671875,168533600,14943.0
2023-06-23,6639.73291015625,6665.6630859375,6635.48193359375,6652.26123046875,113447100,14935.0
2023-06-26,6664.66796875,6674.06005859375,6622.18408203125,6639.73291015625,126037100,14987.0
2023-06-27,6661.87890625,6679.6259765625,6652.90380859375,6664.66796875,142328900,15039.0
2023-07-03,6696.7158203125,6696.7158203125,6660.82421875,6661.73583984375,125551000,14986.0
2023-07-04,6681.75390625,6713.9931640625,6672.77392578125,6696.85888671875,146273000,15056.0
2023-07-05,6718.97705078125,6719.05615234375,6676.93408203125,6681.75390625,148911000,15010.0
2023-07-06,6757.3310546875,6766.27294921875,6712.07421875,6718.26318359375,179543000,15077.0
2023-07-07,6716.458984375,6757.0478515625,6711.22314453125,6757.0478515625,158332900,15189.2998046875
2023-07-10,6731.0380859375,6763.5458984375,6716.458984375,6716.458984375,123617000,15128.0
2023-07-11,6796.923828125,6796.923828125,6730.6298828125,6731.18017578125,160428000,15216.0
2023-07-12,6808.208984375,6820.17919921875,6785.85595703125,6796.923828125,161722800,15156.7998046875
2023-07-13,6810.212890625,6835.73779296875,6783.7412109375,6808.35107421875,171443900,14928.0
2023-07-14,6869.57177734375,6874.77587890625,6810.212890625,6810.212890625,160702800,14954.0
2023-07-17,6867.14404296875,6931.27197265625,6867.14404296875,6869.712890625,176805700,14951.0
2023-07-18,6830.203125,6902.14306640625,6798.43212890625,6867.14404296875,150363000,14982.5
2023-07-20,6864.18896484375,6874.89208984375,6827.9990234375,6830.06103515625,142032500,14992.0
2023-07-21,6880.8017578125,6880.8017578125,6837.64599609375,6864.18896484375,131640100,15051.5
2023-07-24,6899.39599609375,6929.68408203125,6877.9482421875,6880.8017578125,150084400,15018.0
2023-07-25,6917.7109375,6944.6201171875,6897.97802734375,6897.97802734375,150504400,15021.5
2023-07-26,6948.27880859375,6955.97509765625,6917.4072265625,6917.7109375,149683800,15032.0
2023-07-27,6896.6630859375,6966.1669921875,6896.6630859375,6948.27880859375,158624100,15007.0
2023-07-28,6900.22998046875,6904.10498046875,6857.3681640625,6896.80517578125,146686100,15095.0
2023-07-31,6931.35888671875,6931.35888671875,6895.0732421875,6900.22998046875,171457600,15088.0
2023-08-01,6886.49609375,6934.38720703125,6880.466796875,6931.0751953125,196062700,15104.0
2023-08-02,6854.509765625,6886.49609375,6833.97998046875,6886.49609375,183858400,15131.0
2023-08-03,6898.0771484375,6924.05322265625,6839.7431640625,6854.509765625,163613400,15220.0
2023-08-04,6852.841796875,6925.01416015625,6850.89990234375,6898.21923828125,118791000,15161.0
2023-08-07,6886.3662109375,6904.35595703125,6852.841796875,6852.841796875,134540800,15163.0
2023-08-08,6868.81298828125,6915.05078125,6861.634765625,6886.5068359375,170357400,15232.0
2023-08-09,6875.11181640625,6901.06005859375,6863.083984375,6868.81298828125,218491200,15207.2001953125
2023-08-10,6893.27587890625,6910.7548828125,6875.11181640625,6875.11181640625,162734000,15207.0
2023-08-11,6879.97900390625,6906.64501953125,6865.11181640625,6893.27587890625,130736700,15259.0
2023-08-14,6910.171875,6910.171875,6823.75390625,6879.97900390625,138804900,15317.0
2023-08-15,6915.10107421875,6928.6298828125,6898.3818359375,6910.455078125,172760000,15347.0
2023-08-16,6900.5380859375,6915.10107421875,6855.88818359375,6915.10107421875,152291200,15311.5
2023-08-18,6859.912109375,6899.830078125,6856.37890625,6899.830078125,130737900,15362.5
2023-08-21,6866.033203125,6890.27587890625,6859.4228515625,6860.05322265625,207708300,15278.0
2023-08-22,6916.4501953125,6927.4482421875,6860.68896484375,6866.033203125,158573900,15318.900390625
2023-08-23,6921.41015625,6959.43212890625,6916.4501953125,6916.4501953125,170674700,15317.0
2023-08-24,6899.39208984375,6937.64892578125,6898.38818359375,6921.41015625,142846200,15294.099609375
2023-08-25,6895.44287109375,6906.083984375,6869.6328125,6899.39208984375,129994800,15239.0
2023-08-28,6921.72705078125,6940.12109375,6895.8681640625,6895.8681640625,185488900,15288.0
2023-08-29,6957.8349609375,6964.73388671875,6921.72705078125,6921.72705078125,244345800,15255.5
2023-08-30,6966.65576171875,7008.48681640625,6958.259765625,6958.259765625,159326300,15196.5
2023-08-31,6953.259765625,6982.34521484375,6924.22509765625,6966.65576171875,233127700,15216.0
2023-09-01,6977.65380859375,6992.634765625,6950.26416015625,6953.259765625,145790000,15231.0
2023-09-04,6996.75,7007.8017578125,6974.8232421875,6977.7958984375,154577900,15233.0
2023-09-05,6991.7080078125,7014.47998046875,6972.626953125,6996.75,183173900,15227.0
2023-09-06,6995.953125,7020.966796875,6989.7900390625,6991.7080078125,165422100,15298.0
2023-09-07,6954.80810546875,7003.671875,6927.4208984375,6996.09521484375,191159400,15336.0
2023-09-08,6924.77978515625,6966.76611328125,6900.5869140625,6954.80810546875,140402900,15342.0
2023-09-11,6963.39306640625,6963.39306640625,6904.36279296875,6924.77978515625,174103700,15318.0
2023-09-12,6933.96923828125,6976.47998046875,6928.22900390625,6963.39306640625,174683500,15339.099609375
2023-09-13,6935.47607421875,6944.82080078125,6903.23486328125,6934.10986328125,163898700,15350.2001953125
2023-09-14,6959.3330078125,6968.97705078125,6927.68017578125,6935.3349609375,171813100,15353.0
2023-09-15,6982.791015625,7011.87890625,6945.06982421875,6959.19091796875,346903000,15395.0
2023-09-18,6936.0830078125,6999.39794921875,6928.77099609375,6982.791015625,153763100,15346.0
2023-09-19,6980.32080078125,6994.037109375,6934.7109375,6936.3671875,135442200,15377.0
2023-09-20,7011.68115234375,7046.47509765625,6980.32080078125,6980.32080078125,146616600,15384.5
2023-09-21,6991.4658203125,7021.2939453125,6974.0087890625,7011.68115234375,138027800,15361.0
2023-09-22,7016.84423828125,7040.1298828125,6985.958984375,6991.4658203125,155659000,15400.5
2023-09-25,6998.380859375,7029.76611328125,6994.43896484375,7016.98486328125,182991900,15368.0
2023-09-26,6923.7998046875,7019.5517578125,6913.81689453125,6998.09716796875,222491300,15405.0
2023-09-27,6937.828125,6970.84619140625,6913.35205078125,6923.7998046875,154929800,15493.0
2023-09-29,6939.89208984375,6978.5927734375,6937.828125,6937.828125,165659400,15474.0
2023-10-02,6961.458984375,6984.5791015625,6939.61083984375,6939.89208984375,157872500,15448.0
2023-10-03,6940.88720703125,6992.626953125,6940.88720703125,6961.458984375,167668900,15516.0
2023-10-04,6886.576171875,6943.27392578125,6839.85791015625,6940.88720703125,196090300,15622.0
2023-10-05,6874.826171875,6934.80419921875,6874.826171875,6886.98583984375,167955300,15591.0
2023-10-06,6888.51806640625,6913.01220703125,6875.09912109375,6875.09912109375,142303700,15631.0
2023-10-09,6891.455078125,6929.97119140625,6880.5380859375,6888.51806640625,139709000,15603.0
2023-10-10,6922.18798828125,6954.0087890625,6891.455078125,6891.455078125,123670000,15691.400390625
2023-10-11,6931.7529296875,6965.8251953125,6914.72119140625,6922.18798828125,178123100,15718.5
2023-10-12,6935.15087890625,6986.8828125,6931.88916015625,6931.88916015625,218808900,15693.0
2023-10-13,6926.77978515625,6973.751953125,6902.05908203125,6934.8779296875,216335000,15739.0
2023-10-16,6896.2919921875,6970.59814453125,6878.26318359375,6926.916015625,341572100,15676.0
2023-10-17,6939.615234375,6948.0390625,6892.23291015625,6896.2919921875,176866700,15675.0
2023-10-18,6927.90576171875,6968.2548828125,6908.2861328125,6939.615234375,187464900,15728.2001953125
2023-10-19,6846.4267578125,6927.98095703125,6840.365234375,6927.6328125,205941400,15807.0
2023-10-20,6849.16796875,6869.47412109375,6803.19287109375,6846.4267578125,194064800,15856.0
2023-10-23,6741.9638671875,6853.44921875,6730.8759765625,6849.16796875,168543100,15868.0
2023-10-24,6806.76220703125,6826.048828125,6738.533203125,6741.828125,141478700,15874.0
2023-10-25,6834.38818359375,6878.56005859375,6806.89892578125,6806.89892578125,153802700,15868.0
2023-10-26,6714.51904296875,6838.80908203125,6704.52001953125,6833.97900390625,168306200,15877.5
2023-10-27,6758.79296875,6781.39306640625,6713.93701171875,6714.51904296875,163096100,15920.0
2023-10-30,6735.89208984375,6775.212890625,6692.77978515625,6758.6572265625,157763400,15903.5
2023-10-31,6752.2109375,6754.51611328125,6666.41015625,6735.89208984375,195489700,15843.0
2023-11-01,6642.41796875,6773.98095703125,6639.82421875,6751.93896484375,206571400,15748.7001953125
2023-11-02,6751.38623046875,6784.9951171875,6642.68994140625,6642.68994140625,221191100,15900.0
2023-11-03,6788.85009765625,6826.6181640625,6748.69580078125,6751.38623046875,231714900,15838.0
2023-11-06,6878.8359375,6878.8359375,6787.22802734375,6788.85009765625,228787500,15582.099609375
2023-11-07,6843.7900390625,6887.02294921875,6806.8818359375,6878.8359375,193087900,15570.0
2023-11-08,6804.10595703125,6843.91796875,6760.10205078125,6843.65380859375,151412300,15643.599609375
2023-11-09,6838.23291015625,6865.0771484375,6793.76416015625,6804.10595703125,120495400,15616.0
2023-11-10,6809.26318359375,6843.95703125,6801.9189453125,6838.23291015625,133618500,15713.7001953125
2023-11-13,6838.31201171875,6857.10302734375,6809.26318359375,6809.26318359375,187630200,15683.0
2023-11-14,6862.05517578125,6886.81005859375,6829.94921875,6838.0400390625,152609900,15667.0
2023-11-15,6958.205078125,6985.5908203125,6862.3271484375,6862.3271484375,181839600,15281.0
2023-11-16,6958.0078125,6964.1689453125,6906.59423828125,6958.3408203125,122880300,15487.7998046875
2023-11-17,6977.66796875,6977.66796875,6919.6298828125,6958.14501953125,122926700,15475.0
2023-11-20,6994.88818359375,7011.05908203125,6962.7509765625,6977.66796875,150491900,15399.400390625
2023-11-21,6961.7900390625,7010.97802734375,6946.9609375,6994.88818359375,160615900,15382.099609375
2023-11-22,6906.953125,6965.4111328125,6893.5068359375,6961.7900390625,181914600,15501.2998046875
2023-11-23,7004.34423828125,7018.42919921875,6906.60986328125,6907.0888671875,219080000,15612.7998046875
2023-11-24,7009.630859375,7049.541015625,7000.09716796875,7004.47998046875,181146200,15495.0
2023-11-27,7013.40576171875,7061.8271484375,7008.81298828125,7009.630859375,163462500,15560.0
2023-11-28,7041.0732421875,7067.14306640625,7010.8251953125,7013.40576171875,167633600,15466.5
2023-11-29,7036.0869140625,7070.19091796875,7020.01220703125,7041.0732421875,167555900,15259.0
2023-11-30,7080.7412109375,7109.60888671875,7036.0869140625,7036.0869140625,259745500,15407.0
2023-12-01,7059.90576171875,7083.85595703125,7022.76513671875,7080.06103515625,265990100,15549.2998046875
2023-12-04,7093.60009765625,7149.244140625,7060.0419921875,7060.0419921875,308380600,15437.400390625
2023-12-05,7100.85498046875,7117.578125,7047.6318359375,7093.05615234375,319577000,15519.900390625
2023-12-06,7087.39501953125,7140.1572265625,7085.81201171875,7100.85498046875,272847500,15457.0
2023-12-07,7134.623046875,7134.623046875,7041.0087890625,7087.39501953125,235230700,15480.0
2023-12-08,7159.59814453125,7201.62890625,7123.037109375,7134.623046875,270037600,15500.0
2023-12-11,7088.78515625,7153.115234375,7045.1728515625,7139.27587890625,490104800,15560.2001953125
2023-12-12,7125.30712890625,7134.22021484375,7082.8798828125,7104.97216796875,255110500,15647.0
2023-12-13,7075.3408203125,7124.47509765625,7045.94287109375,7110.0771484375,182766500,15569.0
2023-12-14,7176.01611328125,7191.1591796875,7115.44677734375,7134.0419921875,228648300,15275.0
2023-12-15,7190.98779296875,7215.93701171875,7169.43017578125,7183.14892578125,207901200,15468.0
2023-12-18,7119.52490234375,7192.89208984375,7092.02783203125,7181.43408203125,239480200,15282.7998046875
2023-12-19,7187.84619140625,7187.84619140625,7112.81787109375,7116.5458984375,155446500,15454.400390625
2023-12-20,7219.6669921875,7237.9658203125,7196.2412109375,7207.18017578125,142313600,15455.0
2023-12-21,7209.619140625,7229.2880859375,7173.0078125,7222.0927734375,144347800,15518.0
2023-12-22,7237.51904296875,7248.5478515625,7218.1748046875,7225.6201171875,111284900,15440.0
2023-12-27,7245.916015625,7293.52490234375,7239.6630859375,7256.158203125,124953000,15400.0
2023-12-28,7303.88818359375,7308.205078125,7262.25390625,7266.56884765625,123036000,15373.0
2023-12-29,7272.796875,7309.7822265625,7259.68212890625,7307.11083984375,123172800,15425.0
2024-01-02,7323.587890625,7323.587890625,7245.56591796875,7268.39794921875,121359000,15383.0
2024-01-03,7279.0908203125,7321.87890625,7275.8740234375,7316.10888671875,159498400,15498.0
2024-01-04,7359.76318359375,7371.23486328125,7280.4072265625,7290.06494140625,155674900,15555.0
2024-01-05,7350.619140625,7403.578125,7350.619140625,7376.2880859375,163057200,15511.0
2024-01-08,7283.5751953125,7393.1318359375,7275.1708984375,7362.046875,140602400,15477.5
2024-01-09,7200.203125,7311.63818359375,7180.1572265625,7299.783203125,152570700,15495.5
2024-01-10,7227.296875,7259.60107421875,7152.8779296875,7187.580078125,152699300,15534.5
2024-01-11,7219.9638671875,7277.5009765625,7219.9638671875,7253.4560546875,190523900,15555.0
2024-01-12,7241.13818359375,7271.8720703125,7205.7587890625,7242.3671875,152196500,15556.5
2024-01-15,7224.0009765625,7281.26123046875,7206.30712890625,7254.044921875,132959600,15503.2001953125
2024-01-16,7242.787109375,7268.17822265625,7210.02880859375,7231.63916015625,130295500,15546.0
2024-01-17,7200.634765625,7252.45703125,7162.48486328125,7248.01416015625,202143100,15625.0
2024-01-18,7252.966796875,7267.080078125,7185.37890625,7198.85009765625,158921700,15624.0
2024-01-19,7227.40185546875,7277.97900390625,7170.80517578125,7271.341796875,137359600,15613.099609375
2024-01-22,7247.92822265625,7247.92822265625,7194.951171875,7233.1728515625,141722200,15601.0
2024-01-23,7256.22900390625,7256.22900390625,7201.8291015625,7232.51611328125,132610200,15655.5
2024-01-24,7227.8232421875,7271.9580078125,7170.2978515625,7255.77001953125,128902300,15715.0
2024-01-25,7178.0419921875,7253.72021484375,7176.11181640625,7215.52685546875,130391900,15714.5
2024-01-26,7137.087890625,7166.68994140625,7099.083984375,7152.26904296875,140214300,15808.0
2024-01-29,7157.1748046875,7177.69677734375,7115.0361328125,7147.71484375,160408500,15767.599609375
2024-01-30,7192.2158203125,7213.18896484375,7133.61376953125,7147.23583984375,182161800,15828.0
2024-01-31,7207.94091796875,7247.51806640625,7192.64404296875,7213.30712890625,170270400,15785.0
2024-02-01,7201.69580078125,7248.52978515625,7191.69482421875,7221.85205078125,157409100,15769.0
2024-02-02,7238.78515625,7238.78515625,7180.35693359375,7221.90087890625,114364900,15726.0
2024-02-05,7198.615234375,7254.0888671875,7186.1708984375,7237.3349609375,137325900,15727.2001953125
2024-02-06,7247.408203125,7268.1318359375,7212.14013671875,7230.14892578125,138020300,15711.5
2024-02-07,7235.15185546875,7285.1279296875,7225.44921875,7264.97607421875,138054800,15733.0
2024-02-12,7297.6689453125,7306.158203125,7250.31005859375,7268.3349609375,178661300,15598.0
2024-02-13,7209.7412109375,7301.587890625,7197.8271484375,7301.587890625,128287400,15579.5
2024-02-15,7303.28076171875,7365.68212890625,7298.48193359375,7337.630859375,184420400,15553.099609375
2024-02-16,7335.544921875,7370.56982421875,7314.8828125,7337.81591796875,146427800,15672.0
2024-02-19,7296.7021484375,7339.755859375,7277.537109375,7323.31201171875,151238000,15628.599609375
2024-02-20,7352.60107421875,7354.10791015625,7309.498046875,7320.72314453125,129972000,15634.0
2024-02-21,7349.02099609375,7370.8818359375,7286.669921875,7345.791015625,152570100,15661.0
2024-02-22,7339.63623046875,7365.76123046875,7321.52294921875,7334.9521484375,154523800,15642.0
2024-02-23,7295.09521484375,7340.18994140625,7262.10009765625,7326.52685546875,146259500,15588.0
2024-02-26,7283.8232421875,7295.14208984375,7252.2841796875,7277.64013671875,147080400,15586.099609375
2024-02-27,7285.31689453125,7292.93115234375,7255.1240234375,7263.98779296875,183851000,15638.5
2024-02-28,7328.63623046875,7328.73876953125,7289.2578125,7292.0751953125,220356500,15653.0
2024-02-29,7316.11083984375,7337.9228515625,7289.341796875,7326.80322265625,230050900,15712.2001953125
2024-03-01,7311.9072265625,7331.31591796875,7269.89404296875,7318.666015625,134622000,15704.0
2024-03-04,7276.7490234375,7328.384765625,7259.78076171875,7318.83203125,168064100,15691.900390625
2024-03-05,7247.4599609375,7305.44677734375,7238.3388671875,7296.5341796875,152811800,15766.0
2024-03-06,7329.80078125,7331.0810546875,7248.52783203125,7252.0849609375,180285900,15751.5
2024-03-07,7373.9638671875,7386.8740234375,7334.30810546875,7338.73193359375,193312700,15668.0
2024-03-08,7381.9072265625,7416.43310546875,7376.15576171875,7398.42919921875,125243200,15621.0
2024-03-13,7421.20703125,7441.6162109375,7392.01123046875,7422.3017578125,135225800,15546.0
2024-03-14,7433.31494140625,7454.4482421875,7380.64794921875,7405.56689453125,129206200,15574.0
2024-03-15,7328.05419921875,7416.3388671875,7308.03515625,7408.658203125,231480500,15630.0
2024-03-18,7302.44921875,7358.55078125,7300.94091796875,7338.076171875,155334600,15639.2998046875
2024-03-19,7336.74609375,7361.52978515625,7314.18017578125,7320.5380859375,137594400,15743.0
2024-03-20,7331.1279296875,7343.4599609375,7295.35009765625,7303.92919921875,169731600,15718.0
2024-03-21,7338.35302734375,7396.47119140625,7336.59521484375,7360.55810546875,139792200,15687.0
2024-03-22,7350.15185546875,7350.15185546875,7318.43603515625,7327.51416015625,123735900,15723.5
2024-03-25,7377.759765625,7377.759765625,7316.92919921875,7339.52392578125,124315600,15802.599609375
